plu;kd_brg;tipe;nm_brg;mobil ;nm_grup;kms1;isi;h_beli;h_jual1;foto;merk
1006321;;YA;WHEEL CYLINDER B-MWR-S31;;SILINDER RODA REM   ;PCS ;1;107000;165000;;BIRKENS                                                  
1006322;;YA        ;KLAHER RODA DEPAN CARRY 15MZS43002;;BAUT RODA           ;PCS       ;1;100000;195000;;GENUINE PART FUSO                                                                                   
1006323;;YA;ROTOR DISK CARRY 15 -FUTURA;;PIRINGAN CAKRAM     ;PCS ;1;350000;695000;;SGP ORI                                                  
1006324;;YA;WHEEL CYLINDER B-NWR-S09;;SILINDER RODA REM   ;PCS ;1;106000;160000;;BIRKENS                                                  
1006325;DL;YA        ;SHELL ADVANCE 4T AX5 SCOOTER 20W-40;;OMB                 ;PCS       ;1;38743;55000;C:\USERS\KASIR\DOWNLOADS\ADVANCE 4T AX5 SCOOTER 20W-40.JPG;ADVANCE 4T                                                                                          
1006326;KI;YA        ;YAMALUBE 4T 10W-40 1L;;OMB                 ;PCS       ;1;15000;65000;C:\USERS\KASIR\DOWNLOADS\YAMALUBE 4T 10W-40 1L.JPG;YAMAHA                                                                                              
1006327;;YA        ;FEDERAL ULTRATEC 1L;;OMB                 ;PCS       ;1;0;55000;C:\USERS\KASIR\DOWNLOADS\FEDERAL ULTRATEC 1L.JPG;FEDERAL OIL                                                                                         
1006328;;YA        ;B/R NISSAN RH BELAKANG;;BAUT RODA           ;PCS       ;1;40000;90000;;HWC                                                                                                 
1006329;;YA        ;PER 12X80X300;;PER                 ;PCS       ;1;80000;285000;;MIG                                                                                                 
1006330;;YA        ;PER 12X80X500;;PER                 ;PCS       ;1;132000;300000;;MIG                                                                                                 
1006331;;YA        ;PER 12X80X600;;PER                 ;PCS       ;1;152000;350000;;MIG                                                                                                 
1006332;;YA        ;WHEEL CYLINDER B-TWF-S39;;SILINDER RODA REM   ;PCS       ;1;73000;125000;C:\USERS\KASIR\DOWNLOADS\WHEEL CYLINDER B-TWF-S39.JPG;BIRKENS                                                                                             
1006333;;YA        ;UBOL TRAILER 7/8X16X3 1/4 L;;BEGEL BAJA          ;PCS       ;1;77000;225000;;MIG                                                                                                 
1006334;;YA        ;UBOL 7/8X20X3/4L UBOL TRAILER;;BEGEL BAJA          ;PCS       ;1;90000;270000;;MIG                                                                                                 
1006335;;YA;PER 12X80X700;;PER                 ;PCS ;1;184000;395000;;MIG                                                      
1006336;;YA        ;WHEEL CYLINDER B-TWF-S40;;SILINDER RODA REM   ;PCS       ;1;73000;125000;;BIRKENS                                                                                             
1006337;;YA;WHEEL CYLINDER B-MWR-S30;;SILINDER RODA REM   ;PCS ;1;0;190000;;BIRKENS                                                  
1006338;;YA        ;WHEEL CYLINDER B-MWF-S25;;SILINDER RODA REM   ;PCS       ;1;94000;150000;;BIRKENS                                                                                             
1006339;;YA;WHEEL CYLINDER B-MWF-S27;;SILINDER RODA REM   ;PCS ;1;94000;150000;;BIRKENS                                                  
1006340;;YA        ;WHEEL CYLINDER B-MWF-S28;;SILINDER RODA REM   ;PCS       ;1;94000;150000;;BIRKENS                                                                                             
1006341;;YA        ;KOIL PENGAPIAN S-DIC-001;;KOIL PENGAPIAN      ;PCS       ;1;369000;565000;C:\USERS\KASIR\DOWNLOADS\KOIL PENGAPIAN S-DIC-001.JPG;STECKER                                                                                             
1006342;;YA        ;KOIL PENGAPIAN S-DIC-002;;KOIL PENGAPIAN      ;PCS       ;1;369000;585000;C:\USERS\KASIR\DOWNLOADS\KOIL PENGAPIAN.JPG;STECKER                                                                                             
1006343;;YA;SELANG KOPLING HINO RANGER 9004-72125;;SELANG              ;PCS ;1;45000;145000;;KS                                                       
1006344;;YA        ;B/R GRAND MAX;;BAUT RODA           ;PCS       ;1;15000;50000;C:\USERS\USER\DOWNLOADS\BAUT RODA GRAND MAX.PNG;                                                                                                    
1006345;;YA        ;BAUT 19 M14 10CM;;BAUT                ;PCS       ;1;0;10000;C:\USERS\USER\DOWNLOADS\BAUT 19.JPG;                                                                                                    
1006346;;YA        ;RING 19;;BAUT RODA           ;PCS       ;1;0;1000;C:\USERS\USER\DOWNLOADS\BAUT 19.JPG;                                                                                                    
1006347;;YA        ;GAGANG WHIPPER CANTER;;BAUT RODA           ;PCS       ;1;0;125000;C:\USERS\USER\DOWNLOADS\BAUT 19.JPG;AITOKU                                                                                              
1006348;;YA        ;SHOCBREAKER BELAKANG YAMAHA MIO;;SOKBEKER            ;PCS       ;1;112500;225000;C:\USERS\KASIR\DOWNLOADS\SHOCBREAKER BELAKANG MIO.JPG;RTHC                                                                                                
1006349;;YA        ;BUSI THALLAND THP7HS-RXK-JUP Z;;BUSI                ;PCS       ;1;7000;20000;C:\USERS\KASIR\DOWNLOADS\BUSI T-P7HS.JPG;THALLAND                                                                                            
1006350;;YA        ;VRS SPION STD BEAT BLACK-ANS-RPX-RPG-KNOOX;;SEPION              ;PCS       ;1;13500;35000;C:\USERS\KASIR\DOWNLOADS\VRS SPION STD BEAT BLACK-ANS-RPX-RPG-KNOOX.JPG;RPX                                                                                                 
1006351;;YA        ;ACCU ATZ7S-BS KERING SATRIA FU;;SEPION              ;PCS       ;1;139000;225000;C:\USERS\KASIR\DOWNLOADS\ACCU ATZ7S-BS KERING SATRIA FU.PNG;ULTRABATT                                                                                           
1006352;;YA        ;ALL GLASS SEALED BEAM SB16-12;;SEPION              ;PCS       ;1;0;50000;C:\USERS\KASIR\DOWNLOADS\ALL GLASS SEALED BEAM SB16-12.JPG;KOITO                                                                                               
1006353;;YA        ;KAMPAS REM B-BL-HD2;;KAMPAS REM          ;PCS       ;1;125000;275000;C:\USERS\KASIR\DOWNLOADS\KAMPAS REM B-BL-HD2.JPG;BIRKENS                                                                                             
1006354;;YA        ;KOIL PENGAPIAN S-DIC-005;;KOIL PENGAPIAN      ;PCS       ;1;199000;315000;C:\USERS\KASIR\DOWNLOADS\KOIL PENGAPIAN.JPG;STECKER                                                                                             
1006355;;YA        ;KOIL PENGAPIAN S-MIC-003;;KOIL PENGAPIAN      ;PCS       ;1;253000;385000;C:\USERS\KASIR\DOWNLOADS\KOIL PENGAPIAN.JPG;STECKER                                                                                             
1006356;;YA        ;KOIL PENGAPIAN S-DIC-009;;KOIL PENGAPIAN      ;PCS       ;1;268000;415000;C:\USERS\KASIR\DOWNLOADS\KOIL PENGAPIAN.JPG;STECKER                                                                                             
1006357;;YA;WATER PUMP HINO LOHAN 260TI;;WATER PUMP          ;PCS ;1;1100000;1750000;C:\USERS\USER\DOWNLOADS\WATER PUMP HINO LOHAN 260TI.JPG;                                                         
1006358;;YA        ;KOIL PENGAPIAN S-DIC-008;;KOIL PENGAPIAN      ;PCS       ;1;288000;435000;C:\USERS\KASIR\DOWNLOADS\KOIL PENGAPIAN.JPG;STECKER                                                                                             
1006359;;YA;FILTER SOLAR 16-13211-018-0;;F SOLAR BAWAH       ;PCS ;1;44000;95000;C:\USERS\KASIR\DOWNLOADS\FILTER SOLAR 16-13211-018-0.JPG;ISUZU                                                    
1006360;;YA        ;BAUT 19 M14 7CM;;BAUT                ;PCS       ;1;0;10000;C:\USERS\KASIR\DOWNLOADS\BAUT 19 PANJANG 58.0 M14.JPG;                                                                                                    
1006361;;YA        ;BAUT 19 M14 5CM;;BAUT                ;PCS       ;1;0;10000;C:\USERS\KASIR\DOWNLOADS\BAUT 19 PANJANG 58.0 M14.JPG;                                                                                                    
1006362;;YA        ;KAMPAS REM 04495-0K40;;KAMPAS REM          ;PCS       ;1;0;350000;C:\USERS\KASIR\DOWNLOADS\KAMPAS REM 04495-0K40.JPG;BGF                                                                                                 
1006363;K;YA        ;AKI INCOE N100/95AH;;AKI                 ;PCS       ;1;1275000;1885000;;INCOE                                                                                               
1006364;;YA        ;FUEL PUMP S-EFP-027;;SARINGAN BENSIN     ;PCS       ;1;197000;300000;C:\USERS\KASIR\DOWNLOADS\FUEL PUMP S-EFP-027.JPG;STECKER                                                                                             
1006365;;YA;BUSI PEMANAS S-GR015-KLO;;BUSI                ;PCS ;1;38000;75000;C:\USERS\KASIR\DOWNLOADS\BUSI PEMANAS S-GR015-KLO.JPG;STECKER                                                  
1006366;;YA;BUSI PEMANAS S-GP-017-KL0;;BUSI                ;PCS ;1;108000;175000;C:\USERS\KASIR\DOWNLOADS\BUSI PEMANAS S-GP-017-KL0.JPG;STECKER                                                  
1006367;UU;YA        ;EVALUBE 2T 0.7L;;OMB                 ;PCS       ;1;22000;35000;C:\USERS\KASIR\DOWNLOADS\EVALUBE 2T.JPG;EVALUBE                                                                                             
1006368;;YA;KOIL PENGAPIAN S-MIC-002;;KOIL PENGAPIAN      ;PCS ;1;248000;375000;C:\USERS\KASIR\DOWNLOADS\KOIL PENGAPIAN.JPG;STECKER                                                  
1006369;;YA;KOIL PENGAPIAN S-MIC-001;;KOIL PENGAPIAN      ;PCS ;1;262000;395000;C:\USERS\KASIR\DOWNLOADS\KOIL PENGAPIAN.JPG;STECKER                                                  
1006370;;YA;KOIL PENGAPIAN S-DIC-003;;KOIL PENGAPIAN      ;PCS ;1;199000;325000;C:\USERS\KASIR\DOWNLOADS\KOIL PENGAPIAN.JPG;STECKER                                                  
1006371;;YA;KOIL PENGAPIAN S-SIC-001;;KOIL PENGAPIAN      ;PCS ;1;308000;465000;C:\USERS\KASIR\DOWNLOADS\KOIL PENGAPIAN.JPG;STECKER                                                  
1006372;;YA;FUEL PUMP S-EFP-011;;SARINGAN BENSIN     ;PCS ;1;230000;365000;C:\USERS\KASIR\DOWNLOADS\KOIL PENGAPIAN.JPG;STECKER                                                  
1006373;;YA;FUEL PUMP S-EFP-012;;SARINGAN BENSIN     ;PCS ;1;233000;375000;C:\USERS\KASIR\DOWNLOADS\FUEL PUMP S-EFP-012.JPG;STECKER                                                  
1006374;;YA;FUEL PUMP S-EFP-025;;SARINGAN BENSIN     ;PCS ;1;197000;325000;C:\USERS\KASIR\DOWNLOADS\FUEL PUMP S-EFP-012.JPG;STECKER                                                  
1006375;;YA;KAMPAS REM B-TBP-M43;;SARINGAN BENSIN     ;PCS ;1;242000;375000;C:\USERS\KASIR\DOWNLOADS\KAMPAS REM B-TBP-M43.JPG;BIRKENS                                                  
1006376;;YA        ;BAN LUAR 90/90.14 FLEMINO;;BAN LUAR            ;PCS       ;1;203000;285000;C:\USERS\KASIR\DOWNLOADS\ID-11134207-7R98T-LYD3NX2CAC5K37.JPG;FDR                                                                                                 
1006377;;YA        ;KEPALA TEMBAKAN STEMPET;;NO MEREK            ;PCS ;1;12000;25000;;NO MEREK                                                                                            
1006378;;YA;LAMPU MODEL DNY 150 BIRU;;LAMPU LED           ;PCS ;1;20000;30000;;DNY                                                      
1006379;;YA;SAMBUNGA SELANG 8MM/6MM;;NO MEREK            ;PCS ;1;15000;40000;;
1006380;;YA;LAMPU DNY-150 MERAH;;LAMPU LED           ;PCS ;1;20000;30000;C:\USERS\KASIR\DOWNLOADS\LAMPU DNY-150 MERAH.JPG;DNY                                                      
1006381;;YA        ;LAMPU DNY 150 24V OREN;;LAMPU LED           ;PCS       ;1;20000;30000;C:\USERS\KASIR\DOWNLOADS\LAMPU DNY 150 24V KUNING.JPG;DNY                                                                                                 
1006382;;YA        ;BAN LUAR 110/90.12 GITYGO;;BAN LUAR            ;PCS       ;1;234000;335000;C:\USERS\KASIR\DOWNLOADS\ID-11134207-7R98O-LL36IP023RY80B.JPG;FDR                                                                                                 
1006383;;YA        ;BAN LUAR 130/70.17EPORTXREVO;;BAN LUAR            ;PCS       ;1;450000;635000;C:\USERS\KASIR\DOWNLOADS\6C12FA4C-2208-4F97-9AC7-A8F84C2159FC.JPG;FDR                                                                                                 
1006384;;YA        ;PISTON CALIPER B-TPC-002;;PISTON              ;PCS       ;1;109000;175000;C:\USERS\KASIR\DOWNLOADS\PISTON CALIPER B-TPC-002.JPG;BIRKENS                                                                                             
1006385;;YA        ;PISTON CALIPER B-TPC-005;;PISTON              ;PCS       ;1;99000;150000;C:\USERS\USER\DOWNLOADS\PISTON CALIPER B-TPC-005.JPG;BIRKENS                                                                                             
1006386;;YA;PISTON CALIPER B-DPC-005;;PISTON              ;PCS ;1;113000;175000;C:\USERS\USER\DOWNLOADS\PISTON CALIPER B-DPC-005.JPG;BIRKENS                                                  
1006387;;YA;PISTON CALIPER B-TPC-003;;PISTON              ;PCS ;1;95000;145000;C:\USERS\USER\DOWNLOADS\PISTON CALIPER B-TPC-003.JPG;BIRKENS                                                  
1006388;;YA        ;KAMPAS REM B-DBS-008;;KAMPAS REM          ;PCS       ;1;233000;350000;C:\USERS\KASIR\DOWNLOADS\KAMPAS REM B-DBS-008.JPG;BIRKENS                                                                                             
1006389;;YA;PISTON CALIPER B-HPC-001;;PISTON              ;PCS ;1;82000;125000;C:\USERS\KASIR\DOWNLOADS\PISTON CALIPER B-HPC-001.JPG;BIRKENS                                                  
1006390;;YA;PISTON CALIPER B-DPC-003;;PISTON              ;PCS ;1;101000;175000;C:\USERS\KASIR\DOWNLOADS\PISTON CALIPER B-DPC-003.JPG;BIRKENS                                                  
1006391;;YA;GLOW PLUG S-GP-002-K10;;GLOW PLUG           ;PCS ;1;38000;95000;C:\USERS\KASIR\DOWNLOADS\GLOWPLUG.JPG;STECKER                                                  
1006392;;YA        ;GLOW PLUG S-GP-010-K10;;GLOW PLUG           ;PCS       ;1;38000;75000;C:\USERS\KASIR\DOWNLOADS\GLOWPLUG.JPG;STECKER                                                                                             
1006393;;YA        ;GLOW PLUG S-GP-005-K10;;GLOW PLUG           ;PCS       ;1;36000;75000;C:\USERS\KASIR\DOWNLOADS\GLOWPLUG.JPG;STECKER                                                                                             
1006394;;YA        ;GLOW PLUG S-GP-001-K10;;GLOW PLUG           ;PCS       ;1;38000;75000;C:\USERS\KASIR\DOWNLOADS\GLOWPLUG.JPG;STECKER                                                                                             
1006395;;YA        ;GANTUNGAN KOPEL MC 806448;;GANTUNGAN KOPEL     ;PCS       ;1;107000;250000;C:\USERS\KASIR\DOWNLOADS\GANTUNGAN KOPEL.JPG;WAKASA                                                                                              
1006396;;YA;GANTUNGAN KOPEL MB 000079-2;;GANTUNGAN KOPEL     ;PCS ;1;68000;135000;C:\USERS\KASIR\DOWNLOADS\GANTUNGAN KOPEL.JPG;WAKASA                                                   
1006397;;YA;KAMPAS KOPLING 31210-0K022;;KAMPAS KOPLING      ;PCS ;1;425000;750000;C:\USERS\KASIR\DOWNLOADS\KAMPAS KOPLING 31210-0K022.JPG;ASCO                                                     
1006398;;YA;KAMPAS KOPLING 31210-12040;;KAMPAS KOPLING      ;PCS ;1;175000;425000;C:\USERS\KASIR\DOWNLOADS\KAMPAS KOPLING 31210-12040.JPG;BGF                                                      
